MAINTENANCE_AGENCY_ID,CUBE_STRUCTURE_ID,NAME,CODE,DESCRIPTION,VALID_FROM,VALID_TO,VERSION
ECB,FINREP_REF_F_25.01.b_REF_FINREP 2.9,Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (II) - Reference,F_25.01.b_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_25.02.a_REF_FINREP 2.9,Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Type of collateral obtained  (I) - Reference,F_25.02.a_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_19.00.d_REF_FINREP 2.9,Information on forborne exposures (IV) - Reference,F_19.00.d_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_25.01.a_REF_FINREP 2.9,Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (I) - Reference,F_25.01.a_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_19.00.c_REF_FINREP 2.9,Information on forborne exposures (III) - Reference,F_19.00.c_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_25.02.b_REF_FINREP 2.9,Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Type of collateral obtained (II) - Reference,F_25.02.b_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_08.01.a_REF_FINREP 2.9,Breakdown of financial liabilities by product and by counterparty (a) - Reference,F_08.01.a_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_18.00.b_REF_FINREP 2.9,Information on performing and non-performing exposures (II) - Reference,F_18.00.b_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_04.04.1_REF_FINREP 2.9,Breakdown of financial assets by instrument and by counterparty sector: financial assets at amortised cost - Reference,F_04.04.1_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_26.00.a_REF_FINREP 2.9,Forbearance management and quality of forbearance (I) - Reference,F_26.00.a_REF,,2020-06-30,9999-12-31,FINREP 2.9
ECB,FINREP_REF_F_12.01.b_REF_FINREP 2.8,Movements in allowances and provisions for credit losses (II) - Reference,F_12.01.b_REF,,2018-12-31,2021-06-29,FINREP 2.8
ECB,FINREP_REF_F_12.01.a_REF_FINREP 2.9,Movements in allowances and provisions for credit losses (I) - Reference,F_12.01.a_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_19.00.a_REF_FINREP 2.9,Information on forborne exposures (I) - Reference,F_19.00.a_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_19.00.e_REF_FINREP 2.9,Information on forborne exposures (V) - Reference,F_19.00.e_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_25.03.a_REF_FINREP 2.9,Collateral obtained by taking possession classified as Property Plant and Equipment (PP&E) (I) - Reference,F_25.03.a_REF,,2020-06-30,9999-12-31,FINREP 2.9
ECB,FINREP_REF_F_20.05.a_REF_FINREP 2.9,Geographical breakdown of off-balance sheet exposures by residence of the counterparty (a) - Reference,F_20.05.a_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_25.01.c_REF_FINREP 2.9,Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (III) - Reference,F_25.01.c_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_18.02.b_REF_FINREP 2.9,Commercial Real Estate (CRE) loans and additional information on loans secured by immovable property (II) - Reference,F_18.02.b_REF,,2020-06-30,9999-12-31,FINREP 2.9
ECB,FINREP_REF_F_18.00.d_REF_FINREP 2.9,Information on performing and non-performing exposures (IV) - Reference,F_18.00.d_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_18.02.a_REF_FINREP 2.9,Commercial Real Estate (CRE) loans and additional information on loans secured by immovable property (I) - Reference,F_18.02.a_REF,,2020-06-30,9999-12-31,FINREP 2.9
ECB,FINREP_REF_F_18.00.c_REF_FINREP 2.9,Information on performing and non-performing exposures (III) - Reference,F_18.00.c_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_25.03.b_REF_FINREP 2.9,Collateral obtained by taking possession classified as Property Plant and Equipment (PP&E) (II) - Reference,F_25.03.b_REF,,2020-06-30,9999-12-31,FINREP 2.9
ECB,FINREP_REF_F_19.00.b_REF_FINREP 2.9,Information on forborne exposures (II) - Reference,F_19.00.b_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_25.02.c_REF_FINREP 2.9,Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Type of collateral obtained (III) - Reference,F_25.02.c_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_25.01.d_REF_FINREP 2.9,Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (IV) - Reference,F_25.01.d_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_12.01.a_REF_FINREP 2.8,Movements in allowances and provisions for credit losses (I) - Reference,F_12.01.a_REF,,2018-12-31,2020-06-29,FINREP 2.8
ECB,FINREP_REF_F_26.00.b_REF_FINREP 2.9,Forbearance management and quality of forbearance (II) - Reference,F_26.00.b_REF,,2020-06-30,9999-12-31,FINREP 2.9
ECB,FINREP_REF_F_16.01_REF_FINREP 201,Breakdown of selected statement of profit or loss items: Interest income and expenses by instrument and counterparty sector (a) - Reference,F_16.01_REF,,2018-03-31,2020-06-29,FINREP 201
ECB,FINREP_REF_F_12.02_REF_FINREP 201,Transfers between impairment stages (gross basis presentation) - Reference,F_12.02_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_04.09_REF_FINREP 201,Breakdown of financial assets by instrument and by counterparty sector: non-trading non-derivative financial assets measured at a cost-based method - Reference,F_04.09_REF,,2018-03-31,2020-06-29,FINREP 201
ECB,FINREP_REF_F_16.02_REF_FINREP 201,Breakdown of selected statement of profit or loss items: Gains or losses on derecognition of financial assets and liabilities not measured at fair value through profit or loss by instrument - Reference,F_16.02_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_44.02_REF_FINREP 201,Movements in defined benefit plans and employee benefits - Reference,F_44.02_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_40.02_REF_FINREP 201,"Scope of the group: ""instrument-by-instrument"" - Reference",F_40.02_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_09.01_REF_FINREP 201,"Off-balance sheet exposures under national GAAP: Loan commitments, financial guarantees and other commitments given - Reference",F_09.01_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_01.02_REF_FINREP 201,Balance Sheet Statement [Statement of Financial Position]: Liabilities - Reference,F_01.02_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_44.01_REF_FINREP 201,Components of net defined benefit plan assets and liabilities - Reference,F_44.01_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_16.04_REF_FINREP 201,Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities held for trading and trading financial assets and trading financial liabilities by risk - Reference,F_16.04_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_09.02_REF_FINREP 201,"Loan commitments, financial guarantees and other commitments received - Reference",F_09.02_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_40.01_REF_FINREP 201,Scope of the group: “entity-by-entity” - Reference,F_40.01_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_01.01_REF_FINREP 201,Balance Sheet Statement [Statement of Financial Position]: Assets - Reference,F_01.01_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_20.06_REF_FINREP 201,Geographical breakdown of liabilities by residence of the counterparty - Reference,F_20.06_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_11.03_REF_FINREP 201,Non-derivative hedging instruments: Breakdown by accounting portfolio and type of hedge - Reference,F_11.03_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_04.06_REF_FINREP 201,Breakdown of financial assets by instrument and by counterparty sector: trading financial assets - Reference,F_04.06_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_13.03_REF_FINREP 201,Collateral obtained by taking possession [tangible assets] accumulated - Reference,F_13.03_REF,,2018-03-31,2020-06-29,FINREP 201
ECB,FINREP_REF_F_17.03_REF_FINREP 201,Reconciliation between IFRS and CRR scope of consolidation: Liabilities - Reference,F_17.03_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_04.05_REF_FINREP 201,Subordinated financial assets - Reference,F_04.05_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_43.00_REF_FINREP 201,Provisions - Reference,F_43.00_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_02.00_REF_FINREP 201,Statement of profit or loss - Reference,F_02.00_REF,,2018-03-31,2020-06-29,FINREP 201
ECB,FINREP_REF_F_30.01_REF_FINREP 201,Interests in unconsolidated structured entities - Reference,F_30.01_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_45.03_REF_FINREP 201,Other operating income and expenses - Reference,F_45.03_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_16.05_REF_FINREP 201,Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities designated at fair value through profit or loss by instrument - Reference,F_16.05_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_42.00_REF_FINREP 201,Tangible and intangible assets: carrying amount - Reference,F_42.00_REF,,2018-03-31,2020-06-29,FINREP 201
ECB,FINREP_REF_F_46.00_REF_FINREP 201,Statement of changes in equity - Reference,F_46.00_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_31.02_REF_FINREP 201,Related parties: expenses and income generated by transactions with - Reference,F_31.02_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_16.06_REF_FINREP 201,Breakdown of selected statement of profit or loss items: Gains and losses from hedge accounting - Reference,F_16.06_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_01.03_REF_FINREP 201,Balance Sheet Statement [Statement of Financial Position]: Equity - Reference,F_01.03_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_44.03_REF_FINREP 201,Memo items [related to staff expenses] - Reference,F_44.03_REF,,2018-03-31,2020-06-29,FINREP 201
ECB,FINREP_REF_F_31.01_REF_FINREP 201,Related parties: amounts payable to and amounts receivable from - Reference,F_31.01_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_22.01_REF_FINREP 201,Fee and commission income and expenses by activity - Reference,F_22.01_REF,,2018-03-31,2020-06-29,FINREP 201
ECB,FINREP_REF_F_16.03_REF_FINREP 201,Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities held for trading and trading financial assets and trading financial liabilities by instrument - Reference,F_16.03_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_04.08_REF_FINREP 201,Breakdown of financial assets by instrument and by counterparty sector: non-trading non-derivative financial assets measured at fair value to equity - Reference,F_04.08_REF,,2018-03-31,2020-06-29,FINREP 201
ECB,FINREP_REF_F_22.02_REF_FINREP 201,Assets involved in the services provided - Reference,F_22.02_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_14.00_REF_FINREP 201,Fair value hierarchy: financial instruments at fair value - Reference,F_14.00_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_12.00_REF_FINREP 201,Movements in allowances for credit losses and impairment of equity instruments under national GAAP - Reference,F_12.00_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_10.00_REF_FINREP 201,Derivatives: Trading and economic hedges - Reference,F_10.00_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_41.02_REF_FINREP 201,Use of the Fair Value Option - Reference,F_41.02_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_04.10_REF_FINREP 201,Breakdown of financial assets by instrument and by counterparty sector: other non-trading non-derivative financial assets - Reference,F_04.10_REF,,2018-03-31,2020-06-29,FINREP 201
ECB,FINREP_REF_F_45.02_REF_FINREP 201,Gains or losses on derecognition of non-financial assets - Reference,F_45.02_REF,,2018-03-31,2020-06-29,FINREP 201
ECB,FINREP_REF_F_41.01_REF_FINREP 201,Fair value hierarchy: financial instruments at amortised cost - Reference,F_41.01_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_11.04_REF_FINREP 201,Hedged items in fair value hedges - Reference,F_11.04_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_04.01_REF_FINREP 201,Breakdown of financial assets by instrument and by counterparty sector: financial assets held for trading - Reference,F_04.01_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_06.01_REF_FINREP 201,Breakdown of non-trading loans and advances to non-financial corporations by NACE codes - Reference,F_06.01_REF,,2018-03-31,2020-06-29,FINREP 201
ECB,FINREP_REF_F_45.01_REF_FINREP 201,Gains and losses on financial assets and liabilities designated at fair value through profit or loss by accounting portfolio - Reference,F_45.01_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_17.01_REF_FINREP 201,Reconciliation between IFRS and CRR scope of consolidation: Assets - Reference,F_17.01_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_11.01_REF_FINREP 201,Derivatives - Hedge accounting: Breakdown by type of risk and type of hedge - Reference,F_11.01_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_13.01_REF_FINREP 201,Breakdown of collateral and guarantees by loans and advances other than held for trading - Reference,F_13.01_REF,,2018-03-31,2020-06-29,FINREP 201
ECB,FINREP_REF_F_21.00_REF_FINREP 201,Tangible and intangible assets: assets subject to operating lease - Reference,F_21.00_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_17.02_REF_FINREP 201,"Reconciliation between IFRS and CRR scope of consolidation: Off-balance sheet exposures - loan commitments, financial guarantees and other commitments given - Reference",F_17.02_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_04.07_REF_FINREP 201,Breakdown of financial assets by instrument and by counterparty sector: non-trading non-derivative financial assets measured at fair value through profit or loss - Reference,F_04.07_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_11.02_REF_FINREP 201,Derivatives - Hedge accounting under National GAAP: Breakdown by type of risk - Reference,F_11.02_REF,,2018-03-31,2021-06-29,FINREP 201
ECB,FINREP_REF_F_13.02_REF_FINREP 201,Collateral obtained by taking possession during the period (held at the reporting date) - Reference,F_13.02_REF,,2018-03-31,2020-06-29,FINREP 201
ECB,FINREP_REF_F_04.07_REF_FINREP 3.0,Breakdown of financial assets by instrument and by counterparty sector: non-trading non-derivative financial assets measured at fair value through profit or loss - Reference,F_04.07_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_12.00_REF_FINREP 3.0,Movements in allowances for credit losses and impairment of equity instruments under national GAAP - Reference,F_12.00_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_22.01_REF_FINREP 3.0,Fee and commission income and expenses by activity - Reference,F_22.01_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_21.00_REF_FINREP 3.0,Tangible and intangible assets: assets subject to operating lease - Reference,F_21.00_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_11.01_REF_FINREP 3.0,Derivatives - Hedge accounting: Breakdown by type of risk and type of hedge - Reference,F_11.01_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_41.02_REF_FINREP 3.0,Use of the Fair Value Option - Reference,F_41.02_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_20.04_REF_FINREP 3.0,Geographical breakdown of assets by residence of the counterparty - Reference,F_20.04_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_17.03_REF_FINREP 3.0,Reconciliation between IFRS and CRR scope of consolidation: Liabilities - Reference,F_17.03_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_30.01_REF_FINREP 3.0,Interests in unconsolidated structured entities - Reference,F_30.01_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_44.01_REF_FINREP 3.0,Components of net defined benefit plan assets and liabilities - Reference,F_44.01_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_11.02_REF_FINREP 3.0,Derivatives - Hedge accounting under National GAAP: Breakdown by type of risk - Reference,F_11.02_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_04.09_REF_FINREP 3.0,Breakdown of financial assets by instrument and by counterparty sector: non-trading non-derivative financial assets measured at a cost-based method - Reference,F_04.09_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_41.01_REF_FINREP 3.0,Fair value hierarchy: financial instruments at amortised cost - Reference,F_41.01_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_06.01_REF_FINREP 3.0,"Breakdown of loans and advances other than held for trading, trading or held for sale assets to non-financial corporations by NACE codes - Reference",F_06.01_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_22.02_REF_FINREP 3.0,Assets involved in the services provided - Reference,F_22.02_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_42.00_REF_FINREP 3.0,Tangible and intangible assets: carrying amount by measurement method - Reference,F_42.00_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_13.02.1.b_REF_FINREP 2.9,Collateral obtained by taking possession during the period (held at the reference date) (II) - Reference,F_13.02.1.b_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_44.02_REF_FINREP 3.0,Movements in defined benefit plans and employee benefits - Reference,F_44.02_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_16.04_REF_FINREP 3.0,Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities held for trading and trading financial assets and trading financial liabilities by risk - Reference,F_16.04_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_30.02_REF_FINREP 3.0,Breakdown of interests in unconsolidated structured entities by nature of the activities - Reference,F_30.02_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_16.01_REF_FINREP 3.0,Breakdown of selected statement of profit or loss items: Interest income and expenses by instrument and counterparty sector(a) - Reference,F_16.01_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_01.02_REF_FINREP 3.0,Balance Sheet Statement [Statement of Financial Position]: Liabilities - Reference,F_01.02_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_13.02.1.a_REF_FINREP 2.9,Collateral obtained by taking possession during the period (held at the reference date) (I) - Reference,F_13.02.1.a_REF,,2020-06-30,2021-06-29,FINREP 2.9
ECB,FINREP_REF_F_45.03_REF_FINREP 3.0,Other operating income and expenses - Reference,F_45.03_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_09.02_REF_FINREP 3.0,"Loan commitments, financial guarantees and other commitments received - Reference",F_09.02_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_04.01_REF_FINREP 3.0,Breakdown of financial assets by instrument and by counterparty sector: financial assets held for trading - Reference,F_04.01_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_20.02_REF_FINREP 3.0,Geographical breakdown of liabilities by location of the activities - Reference,F_20.02_REF,,2021-06-30,9999-12-31,FINREP 3.0
ECB,FINREP_REF_F_02.00_REF_FINREP 3.0,Statement of profit or loss - Reference,F_02.00_REF,,2021-06-30,9999-12-31,FINREP 3.0
